기온(°C),강수량(mm),풍속(m/s),습도(%),이슬점온도(°C),일조(hr),일사(MJ/m2),시정(10m),지면온도(°C),월,일,시간
18.0,0.0,1.8,31.0,0.5,0.0,0.0,4928,16.4,5,13,21
17.6,0.0,0.2,31.0,0.2,0.0,0.0,5000,15.6,5,13,22
16.5,0.0,0.6,35.0,0.9,0.0,0.0,4858,14.8,5,13,23
15.5,0.0,1.3,40.0,1.9,0.0,0.0,4501,14.1,5,14,0
15.1,0.0,0.5,40.0,1.5,0.0,0.0,4778,14.1,5,14,1
15.1,0.0,0.5,41.0,1.9,0.0,0.0,4523,13.8,5,14,2
14.1,0.0,0.5,56.0,5.4,0.0,0.0,1841,13.8,5,14,3
13.3,0.0,0.5,59.0,5.4,0.0,0.0,1846,13.6,5,14,4
12.8,0.0,0.6,63.0,5.9,0.0,0.0,1407,13.5,5,14,5
12.8,0.0,0.4,61.0,5.4,0.0,0.03,2090,13.8,5,14,6
13.8,0.0,0.5,59.0,5.9,0.0,0.28,2222,15.8,5,14,7
15.3,0.0,0.7,54.0,6.0,0.2,0.72,2490,18.6,5,14,8
17.7,0.0,0.7,42.0,4.6,1.0,1.53,2770,22.8,5,14,9
20.7,0.0,0.7,30.0,2.4,1.0,2.4,4326,30.6,5,14,10
22.6,0.0,1.5,23.0,0.3,1.0,2.94,4785,36.0,5,14,11
24.1,0.0,2.4,20.0,-0.2,1.0,3.32,4140,39.0,5,14,12
25.3,0.0,1.5,20.0,0.7,1.0,3.46,3488,41.0,5,14,13
26.1,0.0,1.4,21.0,2.0,1.0,2.83,2846,37.7,5,14,14
27.1,0.0,2.0,21.0,2.8,1.0,2.72,2384,39.6,5,14,15
26.8,0.0,1.1,20.0,1.9,1.0,1.86,2103,32.5,5,14,16
26.4,0.0,1.5,21.0,2.2,0.3,0.93,2097,28.6,5,14,17
25.7,0.0,1.0,21.0,1.7,0.0,0.33,1756,25.1,5,14,18
24.8,0.0,0.7,30.0,6.0,0.0,0.16,1965,23.2,5,14,19
24.2,0.0,0.8,31.0,5.9,0.0,0.04,1715,21.8,5,14,20
23.7,0.0,0.9,31.0,5.5,0.0,0.0,1793,21.2,5,14,21
22.8,0.0,1.2,38.0,7.7,0.0,0.0,1427,20.6,5,14,22
22.2,0.0,0.8,40.0,7.9,0.0,0.0,1438,20.1,5,14,23
21.3,0.0,0.8,43.0,8.2,0.0,0.0,1475,19.6,5,15,0
21.2,0.0,0.9,43.0,8.1,0.0,0.0,1691,19.2,5,15,1
20.3,0.0,0.8,49.0,9.2,0.0,0.0,1517,18.9,5,15,2
20.3,0.0,0.6,46.0,8.2,0.0,0.0,1887,18.5,5,15,3
19.8,0.0,1.1,51.0,9.3,0.0,0.0,1644,18.2,5,15,4
19.8,0.0,1.4,50.0,9.0,0.0,0.0,1672,18.2,5,15,5
19.0,0.0,0.8,50.0,8.3,0.0,0.03,1731,17.6,5,15,6
18.2,0.0,1.0,52.0,8.1,0.0,0.09,2063,17.2,5,15,7
17.0,0.2,1.1,70.0,11.4,0.0,0.14,1450,18.2,5,15,8
15.6,2.2,2.0,84.0,12.8,0.0,0.19,921,18.1,5,15,9
15.5,2.8,2.4,91.0,14.0,0.0,0.28,734,18.3,5,15,10
16.8,2.0,2.1,87.0,14.6,0.0,0.36,900,19.0,5,15,11
16.7,1.2,3.3,83.0,13.7,0.0,0.39,1109,19.0,5,15,12
16.7,2.9,2.3,84.0,13.9,0.0,0.33,517,18.2,5,15,13
16.6,4.2,1.5,88.0,14.5,0.0,0.31,566,18.5,5,15,14
16.7,2.8,1.9,88.0,14.6,0.0,0.44,633,18.9,5,15,15
17.3,0.1,1.5,84.0,14.5,0.0,0.34,3172,19.0,5,15,16
16.7,0.2,3.2,84.0,13.9,0.0,0.33,1779,18.4,5,15,17
16.7,0.1,2.0,84.0,13.9,0.0,0.26,1756,18.0,5,15,18
16.7,0.0,1.9,84.0,13.9,0.0,0.09,3085,17.7,5,15,19
16.7,0.0,1.1,84.0,13.9,0.0,0.04,3777,17.5,5,15,20
16.3,0.0,1.5,85.0,13.7,0.0,0.0,3030,17.2,5,15,21
16.7,0.0,1.5,83.0,13.7,0.0,0.0,5179,17.0,5,15,22
16.5,0.0,2.0,85.0,13.9,0.0,0.0,2394,16.9,5,15,23
16.6,0.0,0.9,84.0,13.8,0.0,0.0,3910,17.0,5,16,0
16.7,0.0,1.0,84.0,13.9,0.0,0.0,3144,17.1,5,16,1
16.5,0.0,1.0,86.0,14.1,0.0,0.0,2535,16.9,5,16,2
16.6,0.0,0.6,86.0,14.2,0.0,0.0,2056,17.1,5,16,3
16.3,0.0,0.2,89.0,14.4,0.0,0.0,676,17.2,5,16,4
16.2,0.0,0.9,91.0,14.7,0.0,0.0,749,17.2,5,16,5
16.2,0.0,1.2,91.0,14.7,0.0,0.04,798,17.3,5,16,6
16.3,0.0,0.6,92.0,14.9,0.0,0.09,449,17.6,5,16,7
16.9,0.0,0.5,90.0,15.2,0.0,0.22,585,18.3,5,16,8
17.3,0.0,0.9,90.0,15.6,0.0,0.45,507,20.0,5,16,9
18.5,0.0,1.7,83.0,15.5,0.0,0.99,769,22.3,5,16,10
19.8,0.0,2.2,75.0,15.2,0.1,1.96,800,26.3,5,16,11
19.7,0.0,2.4,77.0,15.5,0.4,2.25,850,26.0,5,16,12
20.0,0.0,2.4,74.0,15.2,0.2,1.75,900,26.8,5,16,13
20.5,0.0,2.3,74.0,15.6,0.7,2.14,900,27.0,5,16,14
20.8,0.0,1.8,71.0,15.3,0.6,1.63,1365,25.4,5,16,15
20.1,0.0,2.2,72.0,14.8,0.0,0.57,1707,22.3,5,16,16
20.2,0.0,1.8,72.0,14.9,0.0,0.66,1723,23.6,5,16,17
20.0,0.0,1.6,71.0,14.5,0.1,0.7,1902,22.1,5,16,18
19.7,0.0,1.4,74.0,14.9,0.0,0.22,2058,20.5,5,16,19
19.2,0.0,1.7,77.0,15.0,0.0,0.05,1518,19.4,5,16,20
18.3,0.0,1.8,79.0,14.5,0.0,0.0,1100,18.0,5,16,21
18.0,0.0,1.4,79.0,14.2,0.0,0.0,1177,18.1,5,16,22
17.6,0.0,1.3,81.0,14.2,0.0,0.0,987,18.1,5,16,23
17.2,0.0,1.2,84.0,14.4,0.0,0.0,1100,18.0,5,17,0
17.1,0.0,1.6,85.0,14.5,0.0,0.0,785,17.7,5,17,1
17.1,0.0,1.3,82.0,13.9,0.0,0.0,1034,17.7,5,17,2
16.7,0.0,1.4,85.0,14.1,0.0,0.0,771,17.6,5,17,3
16.5,0.0,1.2,86.0,14.1,0.0,0.0,772,17.5,5,17,4
16.5,0.0,1.4,86.0,14.1,0.0,0.0,590,17.2,5,17,5
16.3,0.0,2.0,86.0,13.9,0.0,0.03,690,17.2,5,17,6
16.6,0.0,1.0,84.0,13.8,0.0,0.15,900,18.1,5,17,7
17.3,0.0,1.1,81.0,14.0,0.0,0.53,987,19.5,5,17,8
18.5,0.0,2.0,76.0,14.1,0.0,0.84,950,21.5,5,17,9
19.7,0.0,1.7,72.0,14.5,0.5,2.04,1226,27.6,5,17,10
21.1,0.0,1.2,68.0,14.9,1.0,2.96,1706,32.7,5,17,11
23.0,0.0,0.7,62.0,15.3,1.0,3.31,1500,34.5,5,17,12
24.0,0.0,2.4,60.0,15.7,1.0,3.4,1469,35.6,5,17,13
25.5,0.0,1.7,50.0,14.3,1.0,3.24,1623,35.8,5,17,14
26.2,0.0,1.2,46.0,13.6,1.0,2.93,1567,34.0,5,17,15
27.2,0.0,0.8,48.0,15.2,1.0,2.39,1585,32.1,5,17,16
27.8,0.0,1.0,47.0,15.4,1.0,1.69,1725,29.3,5,17,17
27.5,0.0,1.5,48.0,15.5,1.0,1.1,1478,26.5,5,17,18
26.5,0.0,1.6,52.0,15.8,0.6,0.52,1559,24.1,5,17,19
26.1,0.0,1.2,56.0,16.6,0.0,0.11,1551,23.1,5,17,20
24.6,0.0,1.0,63.0,17.0,0.0,0.0,1071,22.2,5,17,21
23.1,0.0,1.1,70.0,17.3,0.0,0.0,493,21.2,5,17,22
21.6,0.0,1.7,74.0,16.7,0.0,0.0,339,20.7,5,17,23
20.7,0.0,0.8,77.0,16.5,0.0,0.0,307,19.8,5,18,0
20.1,0.0,0.8,79.0,16.3,0.0,0.0,255,19.2,5,18,1
20.0,0.0,0.4,79.0,16.2,0.0,0.0,249,19.6,5,18,2
19.6,0.0,0.7,81.0,16.2,0.0,0.0,215,18.7,5,18,3
19.2,0.0,0.6,83.0,16.2,0.0,0.0,239,19.1,5,18,4
18.6,0.0,0.9,85.0,16.0,0.0,0.0,272,18.0,5,18,5
18.7,0.0,2.1,85.0,16.1,0.0,0.08,436,18.2,5,18,6
20.1,0.0,1.6,75.0,15.5,0.4,0.46,818,20.7,5,18,7
20.3,0.0,0.5,75.0,15.7,0.5,0.94,733,24.1,5,18,8
22.8,0.0,2.9,60.0,14.6,1.0,1.71,1291,26.7,5,18,9
23.5,0.0,2.4,58.0,14.7,0.4,1.98,1382,26.6,5,18,10
23.6,0.0,2.4,57.0,14.5,0.0,1.29,1383,25.4,5,18,11
25.1,0.0,3.2,55.0,15.4,0.1,2.15,1184,30.1,5,18,12
26.1,0.0,3.7,52.0,15.4,0.9,2.55,1339,31.4,5,18,13
26.7,0.0,4.7,52.0,16.0,1.0,2.59,1446,35.4,5,18,14
26.5,0.0,6.5,49.0,14.9,1.0,2.68,1129,34.0,5,18,15
25.8,0.0,3.9,52.0,15.1,1.0,2.09,1355,29.4,5,18,16
24.5,0.0,4.7,59.0,15.9,0.0,0.41,1572,23.9,5,18,17
19.3,16.6,4.0,91.0,17.7,0.0,0.09,207,20.7,5,18,18
19.2,2.5,1.9,91.0,17.6,0.0,0.06,2133,21.7,5,18,19
18.0,0.5,2.0,91.0,16.5,0.0,0.03,1644,20.7,5,18,20
16.7,2.8,2.3,90.0,15.0,0.0,0.0,1950,20.2,5,18,21
15.8,1.3,2.8,89.0,13.9,0.0,0.0,4149,19.2,5,18,22
15.1,0.0,2.0,88.0,13.1,0.0,0.0,2397,18.1,5,18,23
14.8,0.0,1.2,87.0,12.6,0.0,0.0,3062,17.7,5,19,0
14.1,0.0,2.2,86.0,11.7,0.0,0.0,2556,16.8,5,19,1
13.3,0.0,1.5,84.0,10.6,0.0,0.0,1583,15.6,5,19,2
13.5,0.0,1.9,83.0,10.6,0.0,0.0,1786,15.3,5,19,3
13.3,0.0,1.6,82.0,10.2,0.0,0.0,1370,15.1,5,19,4
12.7,0.0,1.7,79.0,9.1,0.0,0.0,2568,14.3,5,19,5
12.1,0.0,1.2,86.0,9.8,0.0,0.02,1134,14.8,5,19,6
12.1,0.0,2.4,86.0,9.8,0.1,0.23,567,15.1,5,19,7
12.2,0.6,1.5,90.0,10.6,0.0,0.18,716,15.3,5,19,8
13.4,0.1,1.3,86.0,11.0,0.0,0.42,855,17.1,5,19,9
13.4,1.5,1.5,89.0,11.6,0.0,0.32,923,16.3,5,19,10
15.7,0.0,2.3,84.0,12.9,0.2,1.73,1971,24.9,5,19,11
14.9,0.2,2.2,76.0,10.6,0.2,1.69,2400,20.8,5,19,12
14.3,0.0,2.9,76.0,10.1,0.1,1.04,2341,21.0,5,19,13
16.2,0.0,1.7,67.0,10.0,0.9,2.79,5295,29.1,5,19,14
16.3,0.0,2.0,66.0,9.9,0.6,1.38,5214,24.3,5,19,15
17.0,0.0,2.1,62.0,9.6,0.7,1.46,5103,23.0,5,19,16
15.3,0.0,2.4,67.0,9.1,0.0,0.14,3473,18.7,5,19,17
16.3,0.0,1.9,60.0,8.5,0.1,0.45,4989,19.0,5,19,18
15.0,0.0,2.9,62.0,7.7,0.0,0.18,1552,17.0,5,19,19
14.1,0.0,1.0,66.0,7.8,0.0,0.06,6000,15.3,5,19,20
13.6,0.0,2.6,69.0,8.0,0.0,0.0,5030,14.6,5,19,21
13.3,0.0,1.5,68.0,7.5,0.0,0.0,4752,15.1,5,19,22
13.1,0.0,1.7,67.0,7.1,0.0,0.0,1411,14.8,5,19,23
12.6,0.0,2.5,68.0,6.8,0.0,0.0,2380,14.6,5,20,0
11.6,0.0,2.3,73.0,6.9,0.0,0.0,1592,13.1,5,20,1
10.8,0.0,1.4,75.0,6.5,0.0,0.0,3472,12.5,5,20,2
10.1,0.0,1.5,78.0,6.4,0.0,0.0,4704,11.9,5,20,3
10.1,0.0,0.8,77.0,6.2,0.0,0.0,3673,11.6,5,20,4
9.8,0.0,0.6,75.0,5.5,0.0,0.0,5400,11.3,5,20,5
10.3,0.0,0.8,72.0,5.4,0.1,0.05,1492,11.5,5,20,6
10.8,0.0,0.9,69.0,5.3,0.0,0.25,4639,13.3,5,20,7
11.3,0.0,1.8,65.0,4.9,0.0,0.57,2000,16.0,5,20,8
13.2,0.0,2.2,58.0,5.1,1.0,1.88,3400,21.7,5,20,9
14.8,0.0,2.7,56.0,6.0,1.0,2.63,3034,28.4,5,20,10
15.8,0.0,2.2,53.0,6.2,1.0,3.23,2770,31.1,5,20,11
17.3,0.0,2.6,48.0,6.1,1.0,3.56,2500,33.5,5,20,12
18.0,0.0,2.2,48.0,6.8,0.9,3.01,3300,33.5,5,20,13
18.5,0.0,3.6,49.0,7.5,1.0,3.49,5380,32.4,5,20,14
18.9,0.0,4.1,49.0,7.9,1.0,3.17,4559,30.2,5,20,15
19.5,0.0,1.9,47.0,7.8,1.0,2.59,4038,29.0,5,20,16
19.3,0.0,2.9,47.0,7.6,1.0,2.03,3728,25.4,5,20,17
18.7,0.0,3.8,48.0,7.4,1.0,1.22,4112,20.4,5,20,18
18.0,0.0,3.0,51.0,7.7,0.8,0.41,4234,18.2,5,20,19
17.0,0.0,2.2,55.0,7.8,0.0,0.05,5648,16.5,5,20,20
16.3,0.0,2.2,59.0,8.2,0.0,0.0,5638,15.8,5,20,21
15.6,0.0,1.1,63.0,8.5,0.0,0.0,4081,15.1,5,20,22
14.6,0.0,1.6,66.0,8.3,0.0,0.0,3820,14.6,5,20,23
13.8,0.0,1.0,72.0,8.8,0.0,0.0,3366,14.1,5,21,0
13.3,0.0,1.5,74.0,8.7,0.0,0.0,2945,13.6,5,21,1
12.8,0.0,1.5,77.0,8.8,0.0,0.0,1355,13.3,5,21,2
12.0,0.0,2.4,81.0,8.8,0.0,0.0,1208,12.8,5,21,3
11.8,0.0,0.2,82.0,8.8,0.0,0.0,2318,12.6,5,21,4
11.3,0.0,1.2,83.0,8.5,0.0,0.0,1122,12.3,5,21,5
11.1,0.0,1.8,84.0,8.4,0.3,0.07,1255,12.5,5,21,6
12.0,0.0,1.8,80.0,8.6,1.0,0.55,2191,14.6,5,21,7
13.9,0.0,1.5,73.0,9.1,1.0,1.28,2568,20.3,5,21,8
16.7,0.0,0.8,65.0,10.0,1.0,2.02,3000,25.6,5,21,9
17.7,0.0,0.4,57.0,9.0,1.0,2.61,4030,29.7,5,21,10
19.7,0.0,1.5,51.0,9.2,1.0,3.2,3606,32.5,5,21,11
20.3,0.0,1.7,51.0,9.8,0.8,3.03,3000,30.4,5,21,12
20.6,0.0,1.1,46.0,8.5,0.9,2.81,3100,30.5,5,21,13
22.1,0.0,1.7,47.0,10.2,0.8,2.35,2500,32.8,5,21,14
22.2,0.0,2.3,45.0,9.6,1.0,2.87,3000,32.7,5,21,15
22.4,0.0,1.5,46.0,10.2,1.0,2.41,2713,28.8,5,21,16
21.9,0.0,1.4,47.0,10.0,0.8,1.4,2115,24.8,5,21,17
22.1,0.0,1.1,47.0,10.2,0.5,0.75,2161,23.0,5,21,18
21.7,0.0,0.4,49.0,10.5,0.0,0.28,2144,21.6,5,21,19
21.5,0.0,0.6,49.0,10.3,0.0,0.07,2094,20.2,5,21,20
21.2,0.0,1.3,52.0,10.9,0.0,0.0,2277,19.5,5,21,21
20.4,0.0,1.3,59.0,12.1,0.0,0.0,2307,18.7,5,21,22
19.2,0.0,1.4,65.0,12.4,0.0,0.0,1875,17.5,5,21,23
18.7,0.0,1.4,65.0,11.9,0.0,0.0,1976,17.0,5,22,0
18.0,0.0,1.7,68.0,11.9,0.0,0.0,2123,16.5,5,22,1
16.7,0.0,2.1,72.0,11.6,0.0,0.0,1911,15.8,5,22,2
16.2,0.0,1.3,73.0,11.3,0.0,0.0,1586,15.8,5,22,3
15.8,0.0,0.9,74.0,11.1,0.0,0.0,1470,16.2,5,22,4
15.3,0.0,1.3,75.0,10.8,0.0,0.0,1325,15.9,5,22,5
15.3,0.0,1.4,75.0,10.8,0.0,0.08,1209,16.0,5,22,6
15.6,0.0,1.8,75.0,11.1,0.0,0.29,1159,16.9,5,22,7
16.3,0.0,3.3,72.0,11.2,0.0,0.74,1189,18.7,5,22,8
17.8,0.0,2.5,66.0,11.3,0.4,1.3,1600,22.6,5,22,9
18.9,0.0,2.3,63.0,11.6,0.9,2.04,1900,26.1,5,22,10
19.7,0.0,1.9,61.0,11.9,1.0,2.88,1814,30.3,5,22,11
21.6,0.0,2.5,54.0,11.8,1.0,3.31,1746,34.2,5,22,12
22.8,0.0,2.4,53.0,12.7,1.0,3.42,1524,36.6,5,22,13
23.0,0.0,2.0,51.0,12.3,1.0,3.27,1854,36.4,5,22,14
23.1,0.0,1.5,51.0,12.4,1.0,2.02,1887,31.6,5,22,15
24.3,0.0,1.0,50.0,13.2,0.8,1.9,2009,30.4,5,22,16
24.0,0.0,1.3,51.0,13.2,0.0,0.67,1641,26.5,5,22,17
23.6,0.0,0.5,52.0,13.1,0.0,0.44,1539,24.3,5,22,18
23.1,0.0,0.7,52.0,12.6,0.0,0.22,1710,22.7,5,22,19
21.5,0.0,2.3,61.0,13.6,0.0,0.06,1505,20.7,5,22,20
20.9,0.0,2.4,62.0,13.3,0.0,0.0,1512,19.7,5,22,21
20.6,0.0,1.6,65.0,13.7,0.0,0.0,1225,19.2,5,22,22
20.5,0.0,2.0,61.0,12.7,0.0,0.0,1570,18.2,5,22,23
20.1,0.0,1.1,62.0,12.5,0.0,0.0,1987,18.0,5,23,0
19.5,0.0,1.0,67.0,13.2,0.0,0.0,1598,18.3,5,23,1
19.2,0.0,0.5,68.0,13.1,0.0,0.0,1428,17.7,5,23,2
19.0,0.0,0.6,68.0,12.9,0.0,0.0,1453,17.7,5,23,3
18.2,0.0,1.6,71.0,12.8,0.0,0.0,1543,17.1,5,23,4
17.0,0.0,0.9,74.0,12.3,0.0,0.0,1563,16.2,5,23,5
16.5,0.0,1.1,74.0,11.8,0.0,0.09,1596,16.1,5,23,6
16.9,0.0,1.8,71.0,11.5,0.7,0.46,1756,17.5,5,23,7
17.7,0.0,2.3,65.0,11.0,1.0,1.2,1827,21.1,5,23,8
19.2,0.0,2.5,61.0,11.4,1.0,1.95,1721,26.0,5,23,9
20.7,0.0,2.5,59.0,12.3,1.0,2.61,1989,30.7,5,23,10
22.0,0.0,1.5,53.0,11.9,1.0,3.11,2194,35.7,5,23,11
23.4,0.0,1.8,44.0,10.4,1.0,3.46,3316,38.7,5,23,12
24.5,0.0,1.5,45.0,11.7,0.9,3.37,3868,41.2,5,23,13
24.5,0.0,1.4,43.0,11.0,1.0,3.36,2552,40.3,5,23,14
25.8,0.0,2.0,39.0,10.7,1.0,2.85,3831,38.9,5,23,15
26.4,0.0,3.0,41.0,12.0,1.0,2.48,2000,36.0,5,23,16
26.7,0.0,2.2,35.0,9.9,1.0,1.74,2000,31.8,5,23,17
25.7,0.0,1.3,40.0,11.0,1.0,1.1,3530,27.1,5,23,18
24.5,0.0,1.9,46.0,12.1,0.8,0.47,2307,24.1,5,23,19
23.1,0.0,2.1,55.0,13.5,0.0,0.08,1601,22.2,5,23,20
22.3,0.0,1.5,61.0,14.4,0.0,0.0,1153,21.2,5,23,21
21.2,0.0,2.0,66.0,14.5,0.0,0.0,913,20.2,5,23,22
20.8,0.0,1.4,69.0,14.8,0.0,0.0,807,19.7,5,23,23
20.2,0.0,1.4,72.0,14.9,0.0,0.0,619,20.0,5,24,0
20.1,0.0,1.1,74.0,15.3,0.0,0.0,773,20.0,5,24,1
19.8,0.0,0.3,74.0,15.0,0.0,0.0,613,20.1,5,24,2
19.7,0.0,0.9,75.0,15.1,0.0,0.0,622,19.8,5,24,3
19.3,0.0,1.3,77.0,15.1,0.0,0.0,461,19.2,5,24,4
19.3,0.0,1.4,79.0,15.5,0.0,0.0,648,18.8,5,24,5
19.3,0.0,1.6,79.0,15.5,0.0,0.08,531,19.2,5,24,6
20.0,0.0,1.7,75.0,15.4,0.0,0.27,673,20.2,5,24,7
20.7,0.0,2.1,71.0,15.2,0.0,0.46,959,20.7,5,24,8
19.7,0.1,2.4,78.0,15.7,0.0,0.22,1070,20.2,5,24,9
18.2,2.3,2.0,91.0,16.7,0.0,0.2,353,20.0,5,24,10
19.2,0.0,1.9,88.0,17.1,0.0,0.6,789,23.6,5,24,11
21.0,0.0,2.7,74.0,16.1,0.3,2.14,1642,30.2,5,24,12
22.1,0.0,1.9,62.0,14.4,0.7,2.68,2490,29.2,5,24,13
23.2,0.0,1.9,58.0,14.4,0.6,2.25,3254,29.8,5,24,14
23.8,0.0,2.5,53.0,13.6,0.8,2.01,4244,29.5,5,24,15
24.2,0.0,1.9,56.0,14.8,0.9,2.13,3625,31.0,5,24,16
23.7,0.0,2.4,54.0,13.8,0.8,1.55,4499,25.9,5,24,17
22.8,0.0,2.6,58.0,14.0,0.9,1.14,3084,22.8,5,24,18
21.9,0.0,2.3,63.0,14.5,0.9,0.52,2376,21.2,5,24,19
19.8,0.0,2.6,72.0,14.5,0.0,0.09,1004,19.3,5,24,20
19.1,0.0,1.4,74.0,14.3,0.0,0.0,1000,19.2,5,24,21
18.0,0.0,2.1,77.0,13.9,0.0,0.0,834,18.0,5,24,22
17.3,0.0,1.0,80.0,13.8,0.0,0.0,621,17.6,5,24,23
16.7,0.0,0.5,82.0,13.6,0.0,0.0,336,17.0,5,25,0
16.1,0.0,1.6,83.0,13.2,0.0,0.0,230,16.7,5,25,1
15.6,0.0,0.5,84.0,12.8,0.0,0.0,199,17.2,5,25,2
15.6,0.0,1.6,84.0,12.8,0.0,0.0,194,17.3,5,25,3
15.6,0.0,1.5,83.0,12.7,0.0,0.0,205,17.2,5,25,4
15.3,0.0,1.1,83.0,12.4,0.0,0.0,222,17.2,5,25,5
15.3,0.0,1.6,81.0,12.0,0.0,0.04,344,17.1,5,25,6
15.6,0.0,1.0,81.0,12.3,0.0,0.13,387,17.5,5,25,7
15.6,0.0,0.9,80.0,12.1,0.0,0.22,280,18.3,5,25,8
16.2,0.0,1.0,78.0,12.3,0.0,0.37,144,19.3,5,25,9
16.2,0.0,1.2,77.0,12.1,0.0,0.6,430,20.2,5,25,10
17.0,0.0,1.1,75.0,12.5,0.0,0.64,396,21.2,5,25,11
17.4,0.0,1.7,74.0,12.7,0.0,0.92,455,22.3,5,25,12
18.6,0.0,1.0,73.0,13.6,0.0,1.1,479,24.6,5,25,13
19.6,0.0,1.4,69.0,13.7,0.4,1.83,629,26.8,5,25,14
20.3,0.0,1.7,66.0,13.7,1.0,1.89,631,28.0,5,25,15
21.5,0.0,1.4,64.0,14.3,1.0,1.65,608,26.6,5,25,16
21.5,0.0,1.2,63.0,14.1,0.6,1.12,520,25.2,5,25,17
21.2,0.0,1.0,64.0,14.1,0.4,0.78,259,23.0,5,25,18
20.7,0.0,1.4,63.0,13.3,0.2,0.42,544,20.7,5,25,19
20.0,0.0,1.1,65.0,13.2,0.0,0.09,625,18.8,5,25,20
19.2,0.0,0.8,67.0,12.9,0.0,0.0,463,17.8,5,25,21
18.3,0.0,0.8,73.0,13.3,0.0,0.0,340,17.2,5,25,22
17.5,0.0,0.6,78.0,13.6,0.0,0.0,273,17.0,5,25,23
17.0,0.0,0.6,81.0,13.7,0.0,0.0,250,16.7,5,26,0
16.5,0.0,0.6,82.0,13.4,0.0,0.0,253,16.5,5,26,1
16.1,0.0,0.6,83.0,13.2,0.0,0.0,245,16.3,5,26,2
15.8,0.0,0.9,85.0,13.2,0.0,0.0,209,16.1,5,26,3
15.5,0.0,0.6,86.0,13.1,0.0,0.0,191,16.0,5,26,4
15.1,0.0,0.6,84.0,12.4,0.0,0.0,223,15.6,5,26,5
15.0,0.0,0.8,85.0,12.4,0.0,0.05,216,15.8,5,26,6
15.1,0.0,1.1,86.0,12.7,0.0,0.28,173,17.1,5,26,7
16.4,0.0,0.9,80.0,12.9,0.2,0.84,239,19.7,5,26,8
19.0,0.0,1.2,71.0,13.6,0.9,1.82,288,25.6,5,26,9
19.5,0.0,1.2,70.0,13.8,0.9,2.2,289,28.3,5,26,10
20.9,0.0,1.6,53.0,10.9,0.8,2.59,1161,30.1,5,26,11
22.5,0.0,2.2,55.0,13.0,1.0,3.24,809,37.1,5,26,12
23.1,0.0,1.9,52.0,12.6,0.9,3.21,732,37.9,5,26,13
24.5,0.0,2.1,47.0,12.4,1.0,3.05,1461,38.0,5,26,14
23.8,0.0,1.7,48.0,12.1,0.8,2.23,1435,36.4,5,26,15
25.0,0.0,2.1,45.0,12.2,1.0,2.35,1762,33.1,5,26,16
24.7,0.0,2.3,43.0,11.2,0.5,1.17,2279,27.6,5,26,17
20.5,0.0,2.9,56.0,11.4,0.0,0.16,1715,23.5,5,26,18
19.2,0.0,1.4,65.0,12.4,0.0,0.1,1651,21.8,5,26,19
18.8,0.0,1.6,67.0,12.5,0.0,0.06,1723,20.7,5,26,20
18.4,0.0,2.0,67.0,12.1,0.0,0.0,1899,20.1,5,26,21
17.7,0.0,1.3,72.0,12.5,0.0,0.0,1142,19.2,5,26,22
17.1,0.0,1.1,76.0,12.8,0.0,0.0,599,19.1,5,26,23
16.5,0.0,2.4,77.0,12.4,0.0,0.0,680,18.2,5,27,0
16.1,0.0,1.7,73.0,11.2,0.0,0.0,1034,17.5,5,27,1
15.6,0.0,0.9,77.0,11.5,0.0,0.0,685,16.4,5,27,2
15.0,0.0,0.4,78.0,11.1,0.0,0.0,665,15.6,5,27,3
14.6,0.0,2.1,82.0,11.5,0.0,0.0,526,15.3,5,27,4
14.3,0.0,1.0,81.0,11.0,0.0,0.0,726,14.8,5,27,5
14.1,0.0,1.1,81.0,10.8,0.0,0.05,851,15.0,5,27,6
14.9,0.0,1.3,79.0,11.2,0.9,0.53,934,17.1,5,27,7
16.0,0.0,1.8,72.0,10.9,1.0,1.21,1025,21.0,5,27,8
17.8,0.0,1.7,66.0,11.3,1.0,2.02,1368,26.7,5,27,9
19.3,0.0,1.4,62.0,11.8,1.0,2.4,1745,31.6,5,27,10
20.3,0.0,1.7,51.0,9.8,1.0,3.0,1872,34.9,5,27,11
21.7,0.0,1.5,43.0,8.5,1.0,3.34,2731,39.4,5,27,12
23.1,0.0,1.7,39.0,8.3,1.0,3.57,3231,42.2,5,27,13
24.0,0.0,2.3,35.0,7.5,1.0,3.39,2839,43.1,5,27,14
24.2,0.0,2.7,35.0,7.7,1.0,2.99,2728,39.9,5,27,15
25.1,0.0,3.0,35.0,8.5,1.0,2.38,2393,36.9,5,27,16
24.5,0.0,2.5,36.0,8.4,1.0,1.84,1952,32.1,5,27,17
23.4,0.0,2.7,36.0,7.4,1.0,1.2,1999,26.9,5,27,18
22.0,0.0,2.4,36.0,6.2,0.6,0.47,4307,23.6,5,27,19
20.2,0.0,2.0,46.0,8.1,0.0,0.09,3182,20.8,5,27,20
19.2,0.0,1.4,54.0,9.6,0.0,0.0,2407,19.5,5,27,21
18.2,0.0,1.5,63.0,11.0,0.0,0.0,1277,18.6,5,27,22
17.7,0.0,1.1,63.0,10.5,0.0,0.0,1206,17.8,5,27,23
17.3,0.0,1.5,63.0,10.1,0.0,0.0,1367,17.2,5,28,0
16.5,0.0,0.6,68.0,10.5,0.0,0.0,923,16.6,5,28,1
15.8,0.0,0.9,74.0,11.1,0.0,0.0,579,16.8,5,28,2
